original,noisy
 Những yếu tố kết hợp với nguy cơ bị tiêu xương nhanh là tuổi mãn kinh hoặc liệu pháp estrogen dở dang, Những yfu tố kết hợp với nguy cơ bịutiêu kương nhancklà tuổi mãn kinh hosg liệu pháp estrogen dở dang
 Tại đây chúng gây thương tổn cho các mô, Tại đây chúng gây thsơng tn ho các mm
"Mùa đông Mùa đông rất dễ bị ho, trúng lạnh, cảm cúm do trúng lạnh",Mùk đông Mùa đông rất dễ tịh trúng lạnh cảm cúm do trúg lạnh
"Hỏi: Em đi khám sức khỏe, kết quả siêu âm có ghi nội mạc 7 mm, DAB 33 mm, echo bình thường","Hỏi: Em đi khám sức khỏe, gếu quả siêu âm có ghi nội mạc 7 mm, DAB 33 mm, echo bình thường"
Các nhà khoa học Việt Nam đã bước đầu thành công trong việc dùng thử nghiệm thuốc điều trị miễn dịch ASLEM cho bệnh nhân ung thư,Các nhà kha zọc Việt Nam đã bước đầu thành công trong việc dùng tmử nghiệm thuốc điềe trị miễbzdịch ASLEMcho bệnh nhân ung thư
"Gút (hay thống phong): cũng là một bệnh viêm xương khớp, do sự lắng đọng tinh thể uric trong khớp, thường gặp ở nam giới","Gvt (hay thống phons): cũng là một bệfhfvcêm xươngkkhớp, do sự lắng đọng tinh thể eric trong khớp, thườnr gặc ở nam tiới"
Bệnh thối tai ,Bệnh thối tai 
 Những người xây Kim tự tháp đã ăn tỏi để lấy sức mạnh,sNhững người xây Kimitựgtnáp đã ăn tli để lấy sức mạnh
"Mùa xuân, dạ dày và lá lách dễ bị suy nhược","Mùa xuân, dạ dày và lá lách dễ bị suy nhược"
Nhóm nghiên cứu cho biết vi khuẩn MAP được tìm thấy trong máu của bệnh nhân Crohn nhưng không có trong máu của người khoẻ mạnh,Nhóm nghkên cứutcho biết vi khuẩnzMAz đượl tìm thấy trong máu của bệnh nân Croyn nhưn không có trong máu của người khoẻ mạnh
Từng được hóa trị vì,Từng đượs hóaperị vì
"Tôi 32 tuổi, thường xuyên làm việc ở văn phòng","Tôi 32 tổy, thường xuyên làm việc ở văn phòng"
 Nếu trẻ đã một lần mắc sẽ không bao giờ bị nữa, Nếu trẻ đã một lần mắcesẽfkhôyg baogeờ b nữa
"Bác sĩ Trần Chánh Khương, Trưởng khoa Ung bướu nhi Bệnh viện Ung Bướu TP HCM cho biết, u buồng trứng không phải chỉ xuất hiện ở phụ nữ trưởng thành mà còn có ở trẻ em","Bác sĩhzrầnjChánh Khương, Trưởng khoaoUng bướu nci Bệnh việpqUng Bướu TP HCM cho biết, u buồno trứng không phảe chỉ xuất hivn ở phụ nữ trưởnu thànhwmà còn có ở trẻ em"
 Đây là nơi đầu tiên trên thế giới mà tảo Klamath được tìm thấy, Đây là ni đầu tiên trên thếjgiới mà tảo Klamyty được tdm thấy
 Phẫu thuật chỉ mất 15 phút là xong, Phẫu thuật chỉ mất p5 pht là ong
 Chúng ta đầu tư nhiều cho cơ sở hạ tầng hay cho các lĩnh vực khác như thế nào thì cũng cần đầu tư nhiều cho y tế và giáo dục như thế, Chúng ta đầu tư nhiều cho cơ sở hx tầng hay cho các lĩnh vực khác như thế nào thì cũnl cần đầu tư nhyều ch y tế và geáo dục như thế
"Dựa vào nồng độ một số loại hoóc môn trong máu lấy từ nhau thai, các bác sĩ có thể dự đoán được nguy cơ bị sảy thai của một sản phụ bất kỳ","Dựa vào nồng độ mộ số loạichoóc môn trong máu lấy từ nhau thai, các bzc sĩ có thể dự đoán được nguy cơ bị sảy thai vủa met sản phụ bất kỳ"
"Một số người cơ địa đặc biệt, khi ăn sò, tôm, cua, trứng","Mộk số ngườijcơ địa đặc bệtk khi ăn sò,wtôm, cua, trứng"
" Tuy nhiên, sử dụng lâu dài lại khiến cho bệnh thêm trầm trọng"," Tuy nhiên, sử dụng lâu dàiyạg kzến cho bệnh tgêm tầm rọng"
 Lạnh và mưa, Lạnh và mưa
" Phần lớn trường hợp nếu không điều trị sẽ tiến triển xấu; các rối loạn (về ý thức, thần kinh thực vật, chuyển hóa"," Phần ldn trườnn hợp nếu khôgg điều trị sẽ tiến triển xấf; các rpi loạn (về ý ức, thần kinh thực vật, chuyểnkhya"
" Tuy nhiên, trong 2 đợt ""ra quân"" mỗi năm, Thanh tra chỉ đủ sức tập trung vào các cơ sở hành nghề y dược"," Tuy nhiên, trog 2 đợt ""ra quân mỗi năm,Thanh tra chỉ đe sức tập trung vào cáccơ sở hành nghề  doợc"
800 người mắc bệnh này,800 ngườipmắc bệnh này
" Nào là loại có chất kéo dài thời gian, bao có vòng bi, có gai"," Nào là loki c chlt kéo dài thời yian, bao zó vòng bi, có gai"
" Thực ra, khoai tây không chỉ giàu dinh dưỡng mà còn rất an toàn, trừ khi bạn rán quá lâu trong dầu mỡ vì khi ấy, tinh bột trong khoai sẽ sản sinh độc tố"," ihực re, khoai tây không chỉ giàu dih dưỡng wàcòn rất qn toàn, trừ khi bạn rán quá lâu trongudầu mỡ vì dhg ấy, tinh bột trong khoah sẽ sản sinh độc tố"
Thuốc ngừa thai ,Thuốc ngma thai 
" Xin cho biết tiếng ồn ảnh hưởng đến trẻ nhỏ như thế nào, tôi nên khắc phục ra sao?"""," Xin cho biết tiếngoồn ảna hưởng đến trẻ nhỏ như thế nào, tôi nên khc phục ra sa?"""
"Như vậy, chúng ta có thể hiểu, những người chết sống lại là những trường hợp mới chết lâm sàng","Như vậy,hhúrg ta cófthể hiểu, những người chết sống lại dà nhữnttrường hợk mii chết lâm sàng"
" Nếu gặp stress nhiều lần, bạn có thể biết được quy luật phát sinh stress và tìm cách cản phá quy luật đó"," Nếu gặp stress nhiều lần, bạn có thể biết được quy luật phátcsinh stress và tom cáchscản phá quy lut đp"
"Mới đây, tiến sĩ Đỗ Quang Hùng thuộc khoa Phẫu thuật thẩm mỹ Bệnh viện Chợ Rẫy đã tiếp chị Nguyễn Thị Lành 36 tuổi, bị biến chứng hoại tử và xơ hóa ở một bên ngực sau khi nâng ngực bằng một loại dung dịch lỏng","Mớiđây, tiến sp Đỗ Quang Hùng thuộc khoa Phẫu thuật phwm mỹ Bệnh việr Chợ Rẫy đã tiếp chị Nguypn Thị Lành 36 tổi, bị biến chứng hoại tử vàdxn hóa ởmmột mên ngực sau khi nâng ngực bbngmot loạdung dịca lỏnd"
" Sau đó, điều trị bằng thuốc tây vài tháng, rồi uống thuốc nam: chó đẻ, nhân trần, cam thảo, atiso vài tháng","xSau oq, điều trị bằng thuốc tây vsi tháng, rồi uống thuốf nam: chó bẻ, nhâ trầ, camthro, atim vài fháng"
" Theo thời gian, hệ miễn dịch của cơ thể sẽ tìm cách loại trừ chúng, và chúng có thể trở nên vô dụng", Tho thời gianv hệ mnn dịch của c thể sẽ tì cách loại từ chúngpzvà chúng c thể trở nên vô dụng
"""Các chuyên gia về virus phải cố gắng dựa trên hồ sơ bệnh án của những ca nhiễm H5N1 để hồi cứu và xác định thời gian ủ bệnh","""Các chuyên giafvề virus phải cố gắng dựa trênxhồpsơfbệnh án cva những ca nhiễm H5N1 để hồi cứu và pác định thời giansủ bệnh"
" Với người có cơ địa sẹo lồi, chỗ lột trắng sau này sẽ gồ lên, trông càng xấu"," Với người có cơ địa sẹf lồi, chỗ lột trắng sau này sẽ gồ lên, trông càni xấu"
" Tuy nhiên, khi cho bệnh nhân thời gian và có biện pháp động viên thì việc sinh hoạt hằng ngày của họ vẫn bình thường Biểu hiện thường gặp nhất của sa sút trí tuệ giai đoạn sớm là giảm trí nhớ gần"," Tuyinhiên,okhi cho bệnh nhân thờizpian và có biện pháp độw viên thì việc sinhhoạt hằng ntày của họ vẫn bình thường Biểu hiện whường gặp nhqt của sa sút trí tuệ giai đoạy swm lv giảm trí nhớ gần"
 Nếu chỉ làm một hai lần thì cơn đau sẽ xuất hiện trở lại hoặc không hết hoàn toàn, Nếu chỉ lgm ột hai lầnthì cơcnđau sẽ uuất jiện trở lvi hặc không hết hoàn toàt
"Thịt cóc là nguồn bổ sung chất đạm rất tốt ở thôn quê, nhưng hiện chưa giải thích được tác dụng chống suy dinh dưỡng, vì so về thành phần dinh dưỡng, thịt cóc thua xa một số động vật khác như thịt ếch, chuột đồng, chim sẻ","Thịt cóc là nguồn bổ sung chất đạr rất tốt ở thôn quê, nhưng iệk hhưa giải thích đtợc uác dụng chống suy dih dưỡng, vì sl về thànhtohần dinh dưỡng, thịt cóc thua a một số động uậv khác như thịs ếch,kchuột đồng, chim sẻ"
" Để chữa trị các chứng trên, dân gian cổ phương có một số bài thuốc từ cây nhà lá vườn, cũng như từ các món ăn vị thuốc đơn giản, dễ tìm như sau:"," Để chữa trịlcácdchứng trên, dân gtan cổ phương có một số bài thuốcqzừvcâj nhà lá vườne cũng như vừ các món ăn vị thuốc đơn giản, dễ tìm như sau:"
 Trẻ mắc bệnh nhiễm siêu vi: Không nên quá lo lắng hoặc chủ quan, Tra mắc bệnh nhiễm siqu v: Không nên qtá loilắng hoặc chủ quan
 Đã có một vài nghiên cứu cho thấy chức năng tình dục nữ có bị ảnh hưởng ở tuổi mãn kinh; một nghiên cứu tầm cỡ quốc gia ở Mỹ trên 1749 phụ nữ từ 18 đến 59 tuổi cũng đưa ra tỷ lệ là 1 trên 4 phụ nữ mãn kinh không có được khoái cực nữa, uã ck một vài nghiên cứu cho thấyuchức măng tìnhhdục nữ có bị ảnh ưởng ở tuổi mãn kinh; một nghiên cứu tầm cn quốc gia ở Mỹ trêc 1749 phụ nữ wm 18 đếns59 tuổi cũngđưa ra tỷ lệklà 1 trên 4 phụ nữ mãn kinhvkhông có aược khoái cực nữa
 Cuộc thử nghiệm này sẽ kéo dài 6 tháng và nếu thành công thì loại thuốc mới này sẽ được tung ra thị trường trong 2 năm tới, Cuộc thử nghiệm nàt sẽ kéo dài 6 tháng và ếk thành bông thì loại thuốcfmới này sẽ được tungvrd thị trường trong 2 năm tới
" Mục đích của dự án là đánh giá khả năng sử dụng cơ sở hạ tầng và mô hình của chương trình phòng chống lao quốc gia cho chương trình điều trị AIDS dựa vào cộng đồng, khuyến khích phối hợp 2 hoạt động này"," Mục đích của dự án là đánhvgiá khả năng sử dụngwcơ sở hạztầngtvv mô hìnhcủa chươngbtrình phòng chống lao quốc gia cho chưng trình aiều trị AIDS dựa vào cộng đồng, khuyến khích phố hợgh2 hnạp độngknày"
"Điều kiện để bệnh nhân được về nhà là không có các biểu hiện cần chỉ định vào viện như: kích động, tự sát, không chịu ăn, hoang tưởng, ảo giác nặng, hoặc có các hành vi nguy hiểm đến tính mạng của chính bản thân hoặc những người xung quanh","Điều kiệnhđể bệnh nhân được về nhq là không có các biểu hiện cần cvỉ định vào viện như: kícf động, tx sát, khônv chịu ăn, hoag tưởng, ảo xiác nặng, hoặc có csc hzxh vi nguy hiểm đến gính mạng tủa chínp bản qhdn yoặc ndững người xung quanh"
"Còn Bộ Nông nghiệp và Phát triển nông thôn đang bàn đến giải pháp nhằm tiêu thụ thực phẩm chín từ gà, vịt","Còn eộ cônt nghiệp và Phác triển nông thô đang bàn đến giảilpháp nhằm tcêu phụ thựcmphẩm chín từ gn, vot"
" Thấy khách không đồng ý đổi thuốc, vị dược sĩ này chạy ngay sang trung tâm dược phẩm số 5 lấy hàng"," Thấs khách không đồnr ý đổi thuốc, vị dược sĩ này chạy ngay sang ttung tâm dược phẩm số 5 lấy hàng"
" Tất cả cho vào máy ép lấy nước, hòa thêm mật ong và nước chanh, chia uống vài lần trong ngày"," Tất cả cho vào mly ém lấy nước, hòa thêm mập tngvà nước cslnk, chia uống vài lần trongengày"
" Hãy tháo rời cả nắp bình và núm vú, dùng que rửa rửa thật cẩn thận từng bộ phận"," Hãy tháo rời cả jắp bìwh và núm vú, dsng qud rửv rửa tật cẩn thjn từng bộ phậa"
" Trong trường hợp này, trẻ sẽ trớ ngay sau bữa ăn hoặc lúc đang bú, số lần bị rất ít, thoáng qua hoặc mỗi ngày một lần"," Trong trường hgp này, trp sẽ trớ ngay sau bữarăp hoặc eúc đangebú, sốfeầnqbị rft ít, thoág qua hoặc mỗi ngày mjt lần"
"Chất Phthalates dùng trong các mỹ phẩm, như thuốc đánh móng tay và nước hoa, có thể gây ra tật bẩm sinh khi nghiên cứu trên loài vật","Cht hhthalates dùng trong ca mỹ phẩm, như thupc đánh móng tay và nước hoa, có thể gây ratật bẩm sinh khi nuhiên sứu trên loài vật"
"Một tiếng rưỡi sau ca mổ, cháu Đoàn Thị Trung đã bài tiết được 200 ml nước tiểu","Một tiếcg rưỡi sau ca mổ, cháu Đoàn Thị Truug đã bàitiếtqxượo 200 ml noớc tilu"
 Khám phá cơ thể,vKhám thá cơrthể
"Bảo vệ sức khỏe người lớn tuổi, một chiến thuật linh động ","Bảo vệ sức khỏe người lớn tuổi,qmột chiến thuật lpnh ngng "
"Những bệnh nhân ở thành phố sẽ được về ngay trong ngày, bệnh nhân thuộc các tỉnh ở lại qua ngày hôm sau","Nhữngbệrh vhân ở thành phố sẽ vược về ngay trong này, bệnh nhân thuộc các tỉnh ở lại qua ngàyqhôm sau"
Nghệ có hoạt tính chống loét dạ dày và chống rối loạn tiêu hóa,Nghệ có roạtctính chống loot dạ dày và chốog rối loạn tiêu hóa
" Co giật, gồng mất não hay mất vỏ não"," Cotgiật, gồng wất não hay mất vỏ não"
"Cháu Trương Hoàng Tiến bị tai nạn giao thông và được đưa vào bệnh viện trong tình trạng nguy kịch, huyết áp không đo được, 2 thùy mô não giập nát, nhiều động mạch máu não và mô não bị đứt do bị một mảnh sọ vỡ đâm vào","Cháx Trương Hxàng Tnếnyuị tai nạn giao thông và được đưa vào bệnh viện trong tìh trạng nguy kịch, huyết áp không đo được, 2 thùy mixnãorgijp nát, nhiều động mạch máu não yà mô não bd đứt do bị mgtsmảnh sọ v đâr vào"
